customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,cluster
8c3fb712bb2e85992047b1f11ea332e1,0fb4497f568fe7c3859c3c43d6be7277,30690,belo horizonte,MG,673233aa1d4df67c18c636593b6c38c0,invoiced,2018-03-15 16:33:01,2018-03-15 16:49:01,,,2018-04-03 00:00:00,1,679d1a26cc192f14e7e30ae397f8b089,2a5b78b41cd05baeac8df54c6606b92c,2018-03-21 16:49:01,-30.405560648927075,-46.43240981729344,1.0,credit_card,-37.03995555930362,-32.572184590331965,06529aecafee96a9ade9fae0283cf0a3,-55.6616167774411,,Quero meu dinheiro de volta. ,2018-04-05 00:00:00,2018-04-06 23:52:29,beleza_saude,-55.06133867432225,-42.9687912265532,-46.75715144816118,-48.06696840665464,-48.72271667505779,-48.154276729711135,-48.954019545785634,health_beauty,35570,formiga,MG,30690.0,-45.29871722864056,-44.05782186225846,belo horizonte,MG,5
4f24e59afa7758f83c982b1186a14ccc,28e7419981c810e071e0f6b061129fbc,4003,sao paulo,SP,3d570969ca912ed5d24b3d9fee30b739,delivered,2018-03-19 14:01:34,2018-03-21 13:28:00,2018-03-23 20:26:55,2018-03-26 21:23:42,2018-03-29 00:00:00,1,e7261ba9b589b73ac45411a15058403e,f6122bc84774df1b372bdb3bb88ddb9f,2018-03-27 13:28:00,-13.780510625424782,-45.670463158987864,1.0,credit_card,-43.0460990079357,-17.923998124129294,b9c8aa22cbb3aabf82c9609a53235378,-43.43933464705219,,,2018-03-27 00:00:00,2018-04-04 15:03:07,informatica_acessorios,-41.63609953871348,-48.05720176497338,-49.08555650110839,-46.716634677806354,-47.461670952255176,-48.459547163153935,-45.489749724540424,computers_accessories,6436,barueri,SP,4003.0,-47.89712604849462,-46.64620103274857,sao paulo,SP,5
681e1722bde7781f6fba4cb385af0ba5,af366f48405f787edafa83d61e9ab5c5,45810,porto seguro,BA,d9374184c685550085112ae190d8f9c0,delivered,2017-06-14 15:29:08,2017-06-15 15:25:10,2017-07-07 16:09:32,2017-07-31 18:22:54,2017-07-17 00:00:00,1,fd0065af7f09af4b82a0ca8f3eed1852,b1b3948701c5c72445495bd161b83a4c,2017-06-21 15:25:10,-6.338647467305634,-41.91186722707781,1.0,credit_card,-35.538419697145606,-11.117656991954114,6e72253167cc95b9fb351c03b5a68497,-55.6616167774411,,,2017-07-20 00:00:00,2017-07-20 09:03:24,automotivo,-43.26340125212061,-26.90208835432537,-35.115126183425126,-45.20426090149628,-44.93957950664995,-45.10157239528311,-43.75761481391782,auto,3390,sao paulo,SP,45810.0,-42.741763643277515,-39.06166956260506,porto seguro,BA,5
3a1b9fe3e0d0d7541f37438799c97571,cbbe4b5beeea8b05dae43cfd1a73e6d9,77022,palmas,TO,4cfdd4464ee3dbf59c17a69045429af4,delivered,2017-08-30 11:39:07,2017-08-31 02:50:41,2017-09-01 20:09:40,2017-09-12 19:50:00,2017-09-25 00:00:00,1,bc4cd4da98dd128c39bf0b8c2674032f,53243585a1d6dc2643021fd1853d8905,2017-09-06 02:50:41,-23.34354923212637,-41.67152163687404,1.0,boleto,-49.05224245656778,-26.026118838622367,f268cdaa09bc38d7bda404017075ed22,-43.43933464705219,,Entrega dentro do prazo.,2017-09-14 00:00:00,2017-09-15 10:51:12,pcs,-43.67022668047239,-28.678993621710195,-42.10034134226676,-45.5823543455738,-49.73155325329988,-41.74359762741228,-40.639771974797135,computers,42738,lauro de freitas,BA,77022.0,-38.24550062411161,-48.32585981465984,palmas,TO,5
a5f8960eef588aeaa9d1af800ef40607,2d94b4d76656b186b0b717c23ed66273,45400,valenca,BA,28509a1c959e460948d32485cac51f9d,delivered,2017-12-04 13:36:59,2017-12-04 17:14:40,2017-12-12 18:32:53,2018-01-23 14:12:48,2018-01-10 00:00:00,1,5e53d7f0369429a1b28ef093a15f7509,7b1222c3624aa89b9558b50a2594188c,2017-12-13 17:14:40,-31.848232035792392,-45.41477636089874,1.0,credit_card,-35.538419697145606,-33.764227175130955,a0e385162107a3914c88a57eb8c3e96f,-55.6616167774411,,Estou esperando a agora. O q acham?,2018-01-12 00:00:00,2018-01-12 08:44:33,brinquedos,-46.11117925058307,-42.975004182033565,-44.42874639521397,-47.47282156596139,-42.41748806104473,-46.62792456249712,-43.75761481391782,toys,15041,sao jose do rio preto,SP,45400.0,-40.51884452337522,-39.07229361087708,valenca,BA,5
5d5577005dbf8ce00f7edb417650f2b6,0228e299d1cabeaf9be64b5ccd784c97,78643,querencia,MT,621b885e17980cd76471b8414029617a,delivered,2017-07-21 13:24:01,2017-07-22 09:10:18,2017-07-24 15:52:03,2017-08-07 12:22:27,2017-08-24 00:00:00,1,cf40e5e0674c8f74da58b2620de88ccc,a6bd7d1ccdac48c6b33b28596b7eb122,2017-07-27 09:10:18,-25.490444916131043,-38.16094189911043,1.0,credit_card,-35.538419697145606,-27.654379229534996,615a8c83e9c27d607bf8b5392341615e,-43.43933464705219,,Ótimo produto .,2017-08-08 00:00:00,2017-08-09 02:41:55,relogios_presentes,-41.63609953871348,-49.33085763844852,-42.10034134226676,-47.47282156596139,-48.72271667505779,-45.10157239528311,-47.22188463516303,watches_gifts,58280,mamanguape,PB,78643.0,-39.78892206051428,-52.59058549999996,querencia,MT,5
db6f9af19cfaa6064936f4b3e1097223,d847d66f1135608cc13cb31f967f902f,38400,uberlandia,MG,f3dfda8fe064d227cee42eb21b73cc69,delivered,2018-06-18 11:19:25,2018-06-19 03:36:29,2018-06-20 13:48:00,2018-06-25 18:02:29,2018-07-13 00:00:00,1,ba9eeef22d7f8d8ce64d99839cfdcee7,a63bfbaa882c8f4542891b4e2246cc7f,2018-06-25 03:30:54,-23.57736955414668,-44.583794267109106,1.0,boleto,-49.05224245656778,-26.44386548870296,e960337bbc2e45ec94e5d1cd8bab6a14,-43.43933464705219,,,2018-06-26 00:00:00,2018-06-26 21:26:34,beleza_saude,-41.63609953871348,-32.5745167079,-35.115126183425126,-45.717387718458625,-47.20946180769465,-46.32265412905432,-43.4111878317933,health_beauty,24355,niteroi,RJ,38400.0,-44.52926410661255,-48.278974174995646,uberlandia,MG,5
7df3b87f2d42e48d389aee0e1922111b,079ad4f138ec38e726e7d9ac51ae1410,65800,balsas,MA,8f0937285bd1bba4cfc8332ee467b490,delivered,2018-03-05 08:49:17,2018-03-06 03:55:48,2018-03-06 20:27:43,2018-04-06 22:05:26,2018-04-02 00:00:00,1,cb460986a447ed00da792526bf6189e4,ea566164622c6b439516ab18062c42cd,2018-03-12 03:55:48,-14.097018315868638,-39.769211859090994,1.0,boleto,-49.05224245656778,-17.771191287855956,06c8841b8a429719dc478a4e75daee28,-52.60604624484387,,Ainda não recebi o produto,2018-04-05 00:00:00,2018-04-11 18:46:16,esporte_lazer,-43.67022668047239,-33.953792824541374,-42.10034134226676,-48.07777107648542,-49.22713496417883,-47.23846542938273,-48.607592563661115,sports_leisure,5303,sao  paulo,SP,65800.0,-36.28100506515608,-46.04703653821487,balsas,MA,5
7a58ad4933a353bfe3152b324b6af16b,66b219a06a37d7129406e32d295a46fb,64002,teresina,PI,1ca816da4b6e814732f7cdc2365bf540,delivered,2018-04-09 19:50:21,2018-04-09 20:10:39,2018-04-12 21:41:19,2018-05-04 19:40:58,2018-05-02 00:00:00,1,2b404a26ab8bb829250810315a2af34f,40db9e9aa57f7bb151bcda6b0f9bdbb7,2018-04-13 20:10:39,-11.014841343782727,-42.10618919362554,1.0,credit_card,-41.54456314577769,-15.23635163265497,7321443c5c51143def18e9e99cdaa13d,-55.6616167774411,FURADA,"O PARCEIRO UTILIZA-SE DE MA FE E ENVIA UM PRODUTO COM CONFIGURAÇÃO AQUEM DA OFERECIDA NO ATO DA COMPRA. ESPERO QUE TENHA SIDO SO UM ERRO E QUE SEJA SANADO, CASO NAO SEJA, SOLICITAREI VIA JUDICIAL",2018-05-04 00:00:00,2018-05-07 21:20:14,automotivo,-44.89070296552773,-43.09305033616053,-44.42874639521397,-44.988207504880556,-43.174115494726294,-45.406842828725914,-45.489749724540424,auto,52010,recife,PE,64002.0,-34.52048655235836,-42.811760520500144,teresina,PI,5
78f9a490b37c9cd175cd731e24e9b598,1a3d1e8b28c0ee27c23333ee108c47e6,29560,guacui,ES,21a3f15754b759c91fff4535aaeb3486,delivered,2018-06-28 16:47:41,2018-06-29 16:51:20,2018-07-04 13:16:00,2018-07-11 23:22:33,2018-08-03 00:00:00,1,752855b7d128a75a28fa2ea9341e51bc,40db9e9aa57f7bb151bcda6b0f9bdbb7,2018-07-05 16:51:20,-8.889202052688994,-40.081149752759714,2.0,credit_card,-41.54456314577769,-36.060434420571745,42b019db7eb74e32f3d41f1139ce159c,-55.6616167774411,Produto não condiz com es,"A descrição do produto fala q serve para veículos a parti de 2007 O que não é vdd tenho q fazer a troca do produto só serve para modelo 2009 pra frente
",2018-07-12 00:00:00,2018-07-13 11:53:28,automotivo,-43.67022668047239,-43.09305033616053,-49.08555650110839,-44.880180806572696,-43.174115494726294,-45.406842828725914,-45.489749724540424,auto,52010,recife,PE,29560.0,-45.873753887178424,-41.67766799999998,guacui,ES,5
d791834a0555c0062e98d735083f4373,f2a29b4d4c04184a9372bb7374d344ac,31555,belo horizonte,MG,f7b13a5afd48ca5bcf589a25d5377b00,canceled,2018-07-12 12:14:56,2018-07-12 12:30:12,,,2018-07-30 00:00:00,1,3db0b74faf0d26a6b252528659d6b849,c4f7fee5b0db50e87766f5a4d1b1b758,2018-07-18 12:30:12,0.037420150259123375,-24.550733636826617,1.0,credit_card,-35.538419697145606,-4.254223195676808,e2318d02f7e16ff263978c6849cbd006,-55.6616167774411,Produto não entregue,"Comprei o produto no dia 12/07, previsão de entrega em 30/07. Até agora nem a nota foi emitida. Já paguei a primeira parcela e não recebi o produto. Ninguem me dá uma resposta de que dia vou receber.",2018-08-01 00:00:00,2018-08-01 11:16:22,cool_stuff,-49.36578267739732,-45.820537792041435,-49.08555650110839,-34.76131997607522,-43.93074292840786,-39.606704593312664,-42.02547990329522,cool_stuff,18085,sorocaba,SP,31555.0,-45.20123541054026,-43.98466346448144,belo horizonte,MG,5
bca5625f843661186a352a2c160843ee,9bd3091ad5fac62f6389eacf9af4c571,6711,cotia,SP,5afaa7b618c8776fad63ca23a14a8035,delivered,2018-05-10 17:07:17,2018-05-10 17:15:20,2018-05-11 17:25:00,2018-05-14 16:31:13,2018-05-21 00:00:00,1,1f411e9a31196b71ed8438c8254b858e,7681ef142fd2c19048da7430856b5588,2018-05-15 17:15:20,-35.672469684399125,-45.105395335210915,1.0,credit_card,-38.54149142146164,-25.07588047825591,18181fdeb5d8a917cbd8ff65609b0b28,-43.43933464705219,Recomendo,Loja ótima. Produto ainda será testado.,2018-05-15 00:00:00,2018-05-16 11:31:23,pcs,-44.07705210882417,-44.565520785007394,-46.75715144816118,-35.64389810125046,-41.156442338242115,-35.94345939199903,-45.489749724540424,computers,7074,guarulhos,SP,6711.0,-47.92787955840516,-46.837480828765536,cotia,SP,5
3b34eb193a790f18c1952eca8a964987,afc8f3a11a809a74e5eef0bda1de6b9c,78050,cuiaba,MT,0b055b1ac16d0401f76e361ff96926eb,delivered,2018-05-03 20:32:43,2018-05-04 11:33:26,2018-05-07 15:01:00,2018-05-17 19:46:48,2018-06-04 00:00:00,1,16c4e87b98a9370a9cbc3a4658a3f45b,d23019c84ffae2d5ef2270367b8605fc,2018-05-10 11:31:04,-8.676638123579622,8.691106982739782,1.0,credit_card,-35.538419697145606,-9.477269074353117,3a65580caf96dfa181906a1751140409,-43.43933464705219,,,2018-05-18 00:00:00,2018-05-20 10:41:39,instrumentos_musicais,-44.48387753717595,-39.085694051324126,-49.08555650110839,-29.000256155316922,-27.28493938741338,-42.048868060855085,-40.293344992672615,musical_instruments,86073,londrina,PR,78050.0,-42.116734857987865,-56.0650519526469,cuiaba,MT,5
30956f750c3184a07f887007009d003d,7b06939062a079425ad83f54c98eec7e,86938,godoy moreira,PR,d2dec7f70a6ba38a5391914f927ec6c9,delivered,2017-02-01 14:45:46,2017-02-02 02:45:35,2017-02-07 13:58:52,2017-02-14 11:58:37,2017-03-10 00:00:00,1,147df4d924f569e480fbd77099707f08,0307f7565ff85b299b6e5ef162b1b1a9,2017-02-05 14:45:46,-26.553264561677906,-37.83110592957547,1.0,boleto,-49.05224245656778,-28.56319742182736,d1cb79ed4ac050fbc074f46c39bc7be8,-43.43933464705219,,"recebi sim, porém o moedor elétrico chegou com a tampa quebrada. ",2017-02-15 00:00:00,2017-02-16 10:41:54,cool_stuff,-40.41562325365814,-44.48475236376263,-37.44353123637234,-33.21329738932356,-42.165278916484205,-41.13305676052667,-44.796895760291385,cool_stuff,15085,sao jose do rio preto,SP,86938.0,-48.34696214985716,-51.92405038485945,godoy moreira,PR,5
cadcc766f52c62f7f08bbfb5712bc3ec,181d08e7dcfdac616bf321a7ca3ad0ca,77478,sandolandia,TO,0ed6d545d159bc1c0786d83a66c1cd03,delivered,2018-06-02 10:10:55,2018-06-02 10:30:55,2018-06-05 12:54:00,2018-06-18 19:12:02,2018-07-12 00:00:00,1,d1aa53582c132a7a0ba01cc331ab573f,bce6a5ecf98e99fd2a8868b15c51f04b,2018-06-07 10:30:55,-31.867362789412233,-40.52860164941568,1.0,credit_card,-38.54149142146164,-33.424469850523195,61e4da09f3d99e91873ece0aa51a34e2,-43.43933464705219,Otmo vendor,Vou comprar mais melhor daqui eu esperava,2018-06-19 00:00:00,2018-06-19 23:36:08,relogios_presentes,-48.14530639234198,-46.41698151815662,-44.42874639521397,-47.44581489138442,-47.7138800968157,-47.54373586282553,-46.52903067091399,watches_gifts,7180,guarulhos,SP,77478.0,-39.91538812084571,-49.924034554061286,sandolandia,TO,5
3ffc83bdd8f4ecb0752fe9c3204b5c1e,415ac2824b13b33c13d9d0180050cb6f,4115,sao paulo,SP,693c6ae1a1ab759aae8dd08ff9eff189,delivered,2018-06-08 12:12:36,2018-06-09 16:19:31,2018-06-11 10:53:00,2018-06-12 15:38:37,2018-06-21 00:00:00,1,7926c1689244625162673c66b4196371,ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,2018-06-14 16:19:31,-24.023753805276368,-25.08000530887109,1.0,credit_card,-35.538419697145606,-25.41246598819133,335fbaf4a9ca64a3f981b11d0d36a46a,-43.43933464705219,otimo,Neste atendimento foi tudo perfeito.,2018-06-13 00:00:00,2018-06-18 19:27:01,bebes,-44.48387753717595,-46.081481922216824,-39.77193628931955,-40.12700608102675,-38.63435089263689,-29.532780289700174,-39.25406404629905,baby,8140,sao paulo,SP,4115.0,-47.909716019236924,-46.62867111226845,sao paulo,SP,5
89644ae442e654506e57ed7604a7ec73,ee1ab7f8a445e29acff592989e83a70a,79005,campo grande,MS,a8c02875c8391d968525088da5fce5a6,delivered,2018-06-25 11:05:44,2018-06-26 04:58:59,2018-07-04 15:01:00,2018-07-11 10:37:23,2018-07-24 00:00:00,1,869baca73d312aedff033dd09dc28168,7299e27ed73d2ad986de7f7c77d919fa,2018-07-02 04:58:59,-16.966631358845177,-18.956306494636685,1.0,boleto,-49.05224245656778,-18.771245796311515,bb52a7a1582a93b7972040aa35914dc8,-43.43933464705219,,,2018-07-12 00:00:00,2018-07-12 13:58:31,automotivo,-49.36578267739732,-48.29950702870767,-49.08555650110839,-16.037052358373433,-44.93957950664995,-35.94345939199903,-42.02547990329522,auto,38440,araguari,MG,79005.0,-45.66098182686814,-54.61764165615419,campo grande,MS,5
987453d06d3ab59975fa08222c80c5f5,a89048adcf866e02bffee7122269f5e0,5405,sao paulo,SP,9bf540995c670b022602a2f2e05249be,delivered,2018-07-16 19:31:47,2018-07-17 04:41:01,2018-07-24 13:11:00,2018-07-27 23:16:42,2018-08-03 00:00:00,1,f49e985b4cb2d0543890d6dd00077663,f62d7bb4a613ec758a03342d46b580b2,2018-07-24 04:41:01,-31.952388361055984,-35.0645747742512,1.0,boleto,-49.05224245656778,-33.100385021943474,8cdbf7b9d3f6ebff3a66b239e2395db0,-43.43933464705219,,,2018-07-28 00:00:00,2018-07-31 13:38:30,portateis_casa_forno_e_cafe,-43.67022668047239,-42.75133778474037,-32.786721130477915,-38.668645653870605,-42.41748806104473,-41.13305676052667,-42.02547990329522,small_appliances_home_oven_and_coffee,36570,vicosa,MG,5405.0,-47.88711327983752,-46.67321481960865,são paulo,SP,5
f959b7bc834045511217e6410985963f,1033eef37a760a832f9b2332ce23fdc5,4827,sao paulo,SP,858d458b39082890e96fbb1fed8c2a52,delivered,2017-09-06 16:10:51,2017-09-06 17:15:08,2017-09-11 19:48:01,2017-09-16 16:18:03,2017-09-26 00:00:00,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-13 17:15:08,-21.220035580323735,-41.492540878211656,4.0,voucher,-49.05224245656778,-44.40100096749134,714f48940d2d23533fc4489efa770330,-46.494905179649415,,"Embora recebi o produto correto e no prazo o produto veio com Defeito.
Estou aguardando o contato do fornecedor para efetuar a troca.",2017-09-17 00:00:00,2017-09-18 18:29:15,pcs,-43.67022668047239,-28.542308601142132,-42.10034134226676,-45.63636769472773,-49.73155325329988,-41.74359762741228,-40.639771974797135,computers,42738,lauro de freitas,BA,4827.0,-48.00479190290644,-46.70056068206479,sao paulo,SP,5
